QID,Question,Difficulty Level,Gold Standard Set,Retrieval Mode,Rank,Retrieved Doc,Relevance,Notes
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,"pdf_157,pdf_162,pdf_163",bm_vector_fusion_rerank,4,pdf_162,2,
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,"pdf_157,pdf_162,pdf_163",bm_vector_fusion_rerank,5,pdf_157,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",BM25,1,pdf_92,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",BM25,2,pdf_148,0,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",BM25,3,md_jaspRegression__GeneralizedLinearModel,1,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",BM25,4,pdf_148,0,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",BM25,5,pdf_78,0,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",vector,1,pdf_16,0,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",vector,2,md_jaspRegression__RegressionLogistic,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",vector,3,pdf_92,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",vector,4,pdf_92,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",vector,5,pdf_148,0,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion,1,pdf_92,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion,2,pdf_148,0,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion,3,md_jaspRegression__RegressionLogistic,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion,4,pdf_92,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion,5,pdf_92,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,1,pdf_148,0,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,2,md_jaspRegression__GeneralizedLinearModel,1,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,3,pdf_92,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,4,pdf_92,2,
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,"pdf_92,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,5,pdf_92,2,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",BM25,1,md_jaspMixedModels__MixedModelsBLMM,2,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",BM25,2,jaspMixedModels__MixedModelsLMM,2,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",BM25,3,md_jaspMixedModels__MixedModelsBGLMM,1,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",BM25,4,md_jaspMixedModels__MixedModelsGLMM,1,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",BM25,5,pdf_87,0,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",vector,1,pdf_108,0,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",vector,2,md_jaspMixedModels__MixedModelsBLMM,2,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",vector,3,md_jaspMixedModels__MixedModelsBGLMM,1,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",vector,4,pdf_40,0,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",vector,5,pdf_92,0,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion,1,jaspMixedModels__MixedModelsLMM,2,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion,2,md_jaspMixedModels__MixedModelsGLMM,1,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion,3,md_jaspMixedModels__MixedModelsGLMM,1,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion,4,md_jaspMixedModels__MixedModelsBGLMM,1,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion,5,md_jaspMixedModels__MixedModelsBLMM,2,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,1,md_jaspMixedModels__MixedModelsBGLMM,1,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,2,md_jaspMixedModels__MixedModelsBLMM,2,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,3,md_jaspMixedModels__MixedModelsGLMM,1,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,4,jaspMixedModels__MixedModelsLMM,2,
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,5,pdf_108,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,BM25,1,pdf_78,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,BM25,2,pdf_148,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,BM25,3,pdf_92,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,BM25,4,pdf_92,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,BM25,5,pdf_40,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,vector,1,md_jaspRegression__RegressionLinearBayesian,2,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,vector,2,md_jaspMixedModels__MixedModelsBGLMM,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,vector,3,md_jaspMixedModels__MixedModelsBLMM,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,vector,4,md_jaspRegression__GeneralizedLinearModel,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,vector,5,md_jaspRegression__RegressionLinearBayesian,2,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,1,pdf_92,1,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,2,md_jaspRegression__RegressionLinearBayesian,2,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,3,pdf_78,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,4,pdf_148,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,5,md_jaspMixedModels__MixedModelsBGLMM,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,1,pdf_92,1,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,2,md_jaspRegression__RegressionLinearBayesian,2,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,3,md_jaspMixedModels__MixedModelsBGLMM,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,4,md_jaspRegression__GeneralizedLinearModel,0,
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,5,md_jaspRegression__RegressionLinearBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,BM25,1,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,BM25,2,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,BM25,3,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,BM25,4,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,BM25,5,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,vector,1,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,vector,2,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,vector,3,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,vector,4,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,vector,5,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,1,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,2,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,3,pdf_73,0,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,4,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,5,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,1,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,2,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,3,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,4,md_jaspRegression__CorrelationBayesian,2,
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,5,md_jaspRegression__CorrelationBayesian,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,BM25,1,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,BM25,2,pdf_148,0,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,BM25,3,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,BM25,4,pdf_145,0,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,BM25,5,pdf_148,0,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,vector,1,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,vector,2,md_jaspMixedModels__MixedModelsBGLMM,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,vector,3,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,vector,4,md_jaspMixedModels__MixedModelsGLMM,0,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,vector,5,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,1,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,2,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,3,md_jaspMixedModels__MixedModelsBGLMM,0,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,4,md_jaspMixedModels__MixedModelsGLMM,0,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,5,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,1,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,2,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,3,md_jaspMixedModels__MixedModelsBGLMM,0,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,4,md_jaspRegression__GeneralizedLinearModel,2,
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,5,md_jaspMixedModels__MixedModelsGLMM,0,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,BM25,1,video_2,2,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,BM25,2,video_1,0,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,BM25,3,video_2,2,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,BM25,4,video_2,2,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,BM25,5,pdf_107,0,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,vector,1,video_2,2,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,vector,2,pdf_108,0,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,vector,3,pdf_113,0,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,vector,4,pdf_142,0,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,vector,5,pdf_113,0,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,bm_vector_fusion,1,video_2,2,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,bm_vector_fusion,2,video_2,2,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,bm_vector_fusion,3,pdf_108,0,
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,video_2,bm_vector_fusion,4,pdf_132,1,
